ITword,ITcatlog,ITcertainty,defn
RISK MANAGEMENT PLAN,0,0,The document describing how project risk management will be structured and performed on the project. Reference: PMBOK
RISK MITIGATION,0,0,(Context: General) Context: (Security). The continuous process of minimizing risk by applying security measures commensurate with sensitivity and risk. Context: (Technology Management). A risk response planning technique associated with threats that seek to reduce the probability of occurrence or impact of a risk to below an acceptable threshold. (PMBOK 3RD EDITION) Reference: PMBOK
RISK MITIGATION PLAN,0,0,(Context: General) The document describing how project risk management will be structured and performed on the project. (PMBOK 3RD EDITION)
RISK REDUCTION,0,0,The process of taking active countermeasures to protect information systems.
RISK STATEMENT,0,0,(Context: General) A description of the current conditions that may lead to a loss or a description of the loss or consequence. (SEI)
RM,0,0,"A staff member who acts as an organizational liaison, typically between an information services (IS) department and business-unit or function. The relationship manager may fulfill a combination of roles that correspond to the degree of trust and authority granted to the person in that role by his/her customer. The job content of the position (in order of increasing business trust and responsibility) is classified in four levels: Çƒ¢	Level 1: Inform and Communicate Çƒ¢	Level 2: Advise and Influence Çƒ¢	Level 3: Coordinate and Integrate Çƒ¢	Level 4: Manage and Oversee Relationship management is essentially a matrixed position, with reporting requirements to at least two managers (typically a chief information officer ÇCIO Çand business function or division manager). In practice, however, the position is usually linked more strongly to one side than another, and is most often aligned to the business management side."
RMI,2,0,(Context: General) A J2EE RPC
ROAMING,2,1,"Ability of a mobile user to access cellular services while away from the home network. This includes automated roaming between GSM networks, SIM-based roaming, where a user switches the SIM card into a mobile phone from a different network, or roaming across technologies (for example, between a WCDMA network and the GSM network of another operator). Roaming can take place within one country and across national boundaries. In a WLAN context, roaming occurs when a mobile device disassociates from one access point and then re-associates with a new access point."
ROBOT,4,1,"A reprogrammable, multifunctional manipulator designed to move material, parts, tools, or specialized devices through variable programmed motions for the performance of tasks."
ROBOTICS,2,1,The use of robots to perform manual tasks.
ROC,0,0,"A nomenclature and philosophy that goes beyond the traditional return on investment (ROI) concept by focusing the metric or calculation on how competitiveness is affected by investment. A good way to visualize and quantify the overall return on IT competitiveness is to build a spider diagram that identifies and maps all the relevant dimensions of competitiveness within a given industry sector, and then measure the changes in the overall mapping area during a given time interval (e.g., a year)."
ROE,0,0,"A measure of a companyÇs financial performance (net income divided by the value of the stockholdersÇ equity, and expressed in percent)."
ROI,0,0,Financial gain expressed as a percentage of funds invested to generate that gain.
ROLES AND RESPONSIBILITY,0,0,(Context: General) Roles represent a distinct set of operations and responsibilities required to perform some particular function that an individual may be assigned. Roles may differ from the individual's business title.
ROLL UP,4,0,To analyze data at less detailed levels of a certain dimension.
ROUTER,2,1,"(Context: General) 1) An attaching device that connects two LAN segments, which use similar or different architectures, at the reference model network layer. 2) (IRM) The combination of hardware and software that links LANs and WANs together."
ROUTINES,0,0,"Precise rules, procedures, and practices that have been developed to cope with expected situations."
RPA,2,1,"Robotic process automation (RPA) is a productivity tool that allows a user to configure one or more scripts (which some vendors refer to as ìbotsî) to activate specific keystrokes in an automated fashion. The result is that the bots can be used to mimic or emulate selected tasks (transaction steps) within an overall business or IT process. These may include manipulating data, passing data to and from different applications, triggering responses, or executing transactions. RPA uses a combination of user interface† interaction and descriptor technologies. The scripts can overlay on one or more software applications. † Discover how to drive greater efficiency, compliance and productivity with finance RPA using our expert insights."
RPC,2,0,(Context: General) An external form of communication that allows a client to invoke a procedure in a server.
RPO,3,1,(Context: General) The measurement of the point in time to which data must be restored in order to resume processing transactions. Directly related to the amount of data that can be lost between the point of recovery and the time of the last data backup.
RSA,2,1,"Geographic area designation used for the allocation of 1,900MHz cellular licenses to mobile service providers in the U.S. that determines where they can operate. An RSA is a non-urban area. There are 306 MSAs and 428 RSAs in the U.S. There is considerable overlap with the older BTA and MTA designations. See also BTA, MSA and MTA."
RSI,0,0,Occupational disease that occurs when muscle groups are forced through repetitive actions with high-impact loads or thousands of repetitions with low-impact loads.
RSS,2,0,"Really Simple Syndication (or Rich Site Summary). A set of standards for sharing updated web content, such as news and sports scores, across sites."
RTO,2,1,"(Context: General) The period of time in which systems, applications or functions must be recovered after an outage."
RTT,2,1,"Measure (in milliseconds) of the latency of a network Çthat is, the time between initiating a network request and receiving a response. High latency tends to have a greater impact than bandwidth on the end-user experience in interactive applications, such as Web browsing. See also latency."
RU,2,0,"A standard increment used to express the height of a piece of rack-mounted computer or networking equipment, abbreviated as ìUî and equal to 1.75 inches. For example, a server with a height of 4U takes up seven inches of vertical rack space. The most common dimensions for an industry-standard rack are 42U (73.5 inches) high and 19 inches wide."
RUN THE BUSINESS,0,0,"(Context: General) A project portfolio category for projects that support business functionality, deliverables, or processes by correcting or modifying existing assets. These projects do not introduce new functionality."
RUNTIME APPLICATION SELF-PROTECTION,2,1,"Runtime application self-protection (RASP) is a security technology that is built or linked into an application or application runtime environment, and is capable of controlling application execution and detecting and preventing real-time attacks."
RURAL SERVICE AREA,2,0,"Geographic area designation used for the allocation of 1,900MHz cellular licenses to mobile service providers in the U.S. that determines where they can operate. An RSA is a non-urban area. There are 306 MSAs and 428 RSAs in the U.S. There is considerable overlap with the older BTA and MTA designations. See also BTA, MSA and MTA."
RVM,0,1,Risk-Adjusted Value Management (RVM) is a Gartner methodology that significantly reduces the time and improves the quality of strategic planning and execution.
S-BAND,2,1,"The portion of the electromagnetic spectrum allotted for satellite transmission in the 2GHz to 4GHz frequency range. A number of MSS providers operate part of their satellite networks using the S-band. See also Ka-band, Ku-band and L-band."
SAAS,2,1,"(Context: General) The capability provided to the consumer is to use the providerÇs applications running on a cloud infrastructure. The applications are accessible from various client devices through either a thin client interface, such as a web browser (e.g., web-based email), or a program interface. The consumer does not manage or control the underlying cloud infrastructure including network, servers, operating systems, storage, or even individual application capabilities, with the possible exception of limited user-specific application configuration settings. See Also: Cloud Computing Infrastructure as a Service (IaaS) Platform as a Service (PaaS)"
SAC,0,0,"Cost to operator of net subscriber addition, typically including the cost of sales and marketing, and handset subsidies, if applicable."
SAE,2,1,"3GPP architectural framework for the evolution of the core network to LTE. The SAE provides a lower-latency, packet-optimized system that supports multiple radio access technologies, including UTRAN, Wi-Fi and WiMAX, as well as wired technologies."
SAFE HARBOR,2,1,Private self-regulating policy and enforcement mechanism that meets the objectives of government regulations¨Übut does not involve government regulation or enforcement.
SALES ENABLEMENT,0,0,"The activities, systems, processes and information that support and promote knowledge-based sales interactions with client and prospects."
SALES TO END USERS,0,0,"Branded, finished, new products sold directly to end users or leased for the first time during the year in question. Products distributed by manufacturers into a country or region (Çsell inÇ) Çbut not connected to networks in that region Çare excluded. Conversely, products sold by a manufacturer to a distributor in one region but sold by that distributor in another region are counted as sales (Çsell throughÇ) to end users in the latter region."
SAM,0,0,"A process for making software acquisition and disposal decisions. It includes strategies that identify and eliminate unused or infrequently used software, consolidating software licenses or moving toward new licensing models."
SAN,2,0,A SAN consists of two tiers: The first tier Çthe storage plumbing tier Çprovides connectivity between nodes in a network and transports device-oriented commands and status. At least one storage node must be connected to this network. The second tier Çthe software tier Çuses software to provide value-added services that operate over the first tier.
SAP,4,1,"The company that produces the leading ERP software. The software, technically named ìSAP R/3,î is often simply referred to as SAP."
SARBANES-OXLEY ACT,0,0,Law passed in 2002 that imposes responsibility on companies and their management to protect investors by safeguarding the accuracy and integrity of financial information that is used internally and released externally.
SAST,2,1,"Static application security testing (SAST) is a set of technologies designed to analyze application source code, byte code and binaries for coding and design conditions that are indicative of security vulnerabilities. SAST solutions analyze an application from the Çinside outÇ in a nonrunning state.  Gartner Tech Conference & Webinar The premier gathering of security leaders, Gartner Security & Risk Management Summit delivers the insight you need to guide your organization to a secure digital business future. The comprehensive agenda addresses the latest threats, flexible new security architectures, governance strategies, the chief information security officer (CISO) role and more. Free Webinar: New technologies are enabling more secure innovation and agile IT. ItÇs time to advance your security program to deliver the trust and resilience the business needs to stay competitive. Get the answers you need by attending a webinar, hosted by Gartner analyst Tom Scholtz (Vice President and Gartner Fellow, Gartner Research, and Conference Chair at Gartner Security & Risk Management Summit 2017), on Managing Risk and Security at the Speed of Digital Business, on April 4 at 10:00 a.m. EST. See also MSSP (managed security service provider)"
SATELLITE COMMUNICATIONS,2,1,The use of geostationary orbiting satellites to relay transmissions from one earth station to another or to multiple earth stations.
SATELLITE COMPUTER,2,1,"A programmable machine that relieves a primary processor of such time-consuming operations as compiling, editing, and controlling input/output devices."
SATELLITE DISH,2,1,"Parabolic microwave antenna used to transmit and receive satellite signals. On the downlink, the dish collects data or video signals from orbiting satellites and focuses them to where a feed horn collects them and passes the signal on to be amplified and sent to a satellite receiver or IRD. The term is derived from the shape of the reflector surface but also represents the entire antenna subsystem, including the feed horn and antenna structure."
SATELLITE NAVIGATION SYSTEMS,2,1,"Satellite navigation systems are based on the Global Positioning System (GPS) and other national and multinational satellite initiatives (for example, Glonass and Galileo) with applications in consumer and commercial markets. Satellite navigation systems are embedded in a vehicle, available as a portable unit (personal navigation device [PND]) or offered as an application in cellular phones, with an internal or external GPS antenna, and can be complemented with cellular tower or Wi-Fi-enabled triangulation (assisted GPS)."
SATELLITE PHONE,2,1,"Handheld device that uses satellite infrastructure to effect wireless voice and SMS communications without the use of a terrestrial infrastructure. Satphones can be handheld, fixed or portable and use satellites that can be stationary or orbiting. The user requires line of sight to a satellite in the coverage area of the service provider. Services typically include two-way voice, low-speed data, SMS and fax."
SATELLITES,2,1,Machines that orbit the earth and serve as relay stations for transmitting microwave signals over very long distances.
SAX,2,0,A public domain alternative to Document Object Model (DOM) that defines an event-oriented interface for Java applications.
SBC,2,1,"Server-based computing (SBC) is a remote, shared-server OS execution of Windows applications and/or desktops that can be delivered to numerous device types, including tablets, using dedicated software agents or web browser technologies. It is also known as remote desktop services, terminal services and presentation virtualization."
VOICE OF THE CUSTOMER,0,0,"Voice of the customer (VoC) solutions combine multiple, traditionally siloed technologies associated with the capture, storage and analysis of direct, indirect and inferred customer feedback. Technologies such as social media monitoring, enterprise feedback management, speech analytics, text mining and Web analytics are integrated to provide a holistic view of the customerÇs voice. The resultant customer insights are acted on by disseminating relevant information to the right person at the right time on the right channel."
SCADA,2,0,"A system used in manufacturing for acquiring measurements of process variables and machine states, and for performing regulatory or machine control across a process area or work cell."
SCALABILITY,4,0,The ability to expand as higher and higher volumes occur due to high volume operations with a parallel engine.
SCANNER,2,1,"A device that resolves a two-dimensional object, such as a business document, into a stream of bits by raster scanning and quantization."
SCATTERING,2,0,A cause of light wave signal loss in optical fiber transmission. Diffusion of a light beam caused by microscopic variations in the material density of the transmission medium.
SCCM,2,0,"Software change and configuration management (SCCM Çmainframe and distributed) tools implement a set of disciplines used to stabilize, track and control the versions and configurations of a set of software items and also may include development change management, defect tracking, change automation, development release management, integrated test management, integrated build management and other related processes."
SCE,1,0,"Supply chain execution (SCE) is focused on execution-oriented applications, including warehouse management systems (WMSs), transportation management systems (TMSs), global trade management (GTM) systems, and other execution applications, such as real-time decision support systems (for example, dynamic routing and dynamic sourcing systems) and supply chain visibility systems within the enterprise, as well as throughout the extended supply chain. Sometimes, order management systems are also included in SCE, but, generally, Gartner does not include order management in its definition of SCE. Typical modules and applications include:WMSs:- Labor management systems- Yard/dock management- Returns management- Inventory controlTMSs:- Domestic transportation management software- Global multimodal transportation management (managing transportation around multimodal processes)GTM systems:- Trade compliance- International/global logistics- Global order management- Global trade financial management"
SCHEDULE VARIANCE,0,0,(Context: General) A measure of schedule performance on a project. It is the algebraic difference between the earned value (EV) and the planned value (PV). SV = EV minus PV. Reference: PMBOK
SCM,4,1,"Supply chain management (SCM) refers to the processes of creating and fulfilling demands for goods and services. It encompasses a trading partner community engaged in the common goal of satisfying end customers.Explore the latest supply chain management strategies, best practices and insights to build an effective supply chain"
SCOPE,0,0,"(Context: General) The sum of the products, services, and results to be provided as a project. (PMBOK 3RD EDITION)"
SCOPE CHANGE,0,0,(Context: General) Any change to the project scope. A scope change almost always requires an adjustment to the project cost or schedule. Reference: PMBOK
SCOPE CREEP,0,0,"(Context: General) Adding features and functionality (project scope) without addressing the effects on time, costs, and resources, or without customer approval. Reference: PMBOK"
SCOPE DEFINITION,0,0,(Context: General) The process of developing a detailed project scope statement as the basis for future project decisions. Reference: PMBOK
SCORING MODEL,4,0,A quick method for deciding among alternative systems based on a system of ratings for selected objectives.
SCP,0,0,"Supply chain planning (SCP) is the forward-looking process of coordinating assets to optimize the delivery of goods, services and information from supplier to customer, balancing supply and demand. An SCP suite sits on top of a transactional system to provide planning, what-if scenario analysis capabilities and real-time demand commitments, considering constraints. Typical modules include:  Available/capable to promise  Sales and operations planning/integrated business planning  Collaborative planning (including forecasting and replenishment) Vendor-managed inventory/direct point of sale¨Ü  Event planning (promotion, life cycle)  Demand planning  Inventory planning  Production/factory planning and scheduling  Distribution planning (unconstrained, distribution requirements planning [DRP] and deployment)  Strategic network design  Inventory strategy optimization (simultaneous, multitiered)¨Ü  Supply planning (optimized, DRP and deployment)  Production/multiplant capacity planning (master production scheduling, rough-cut capacity planning)"
SCPC,2,1,A transmission system in which a physical channel is allocated solely to one carrier for the duration of the transmission.
SCR,2,1,"In asynchronous transfer mode (ATM), the average cell rate a source is allowed to maintain."
SCRAMBLER,2,1,"A coding device applied to a digital channel that produces an apparently random bit sequence. A corresponding device is used to decode the channel, i.e., the coding is reversible."
SCREEN SHARING,4,1,"Similar to application sharing, but not all parties can update the document simultaneously."
SCREENING,4,0,"Prevention of electric, magnetic, or electromagnetic fields from escaping or entering an enclosed area by means of a barrier. Also called shielding."
SCRIPTING LANGUAGE,4,1,A programming language for integrating interactive components into a web page.
SCSI,2,1,(Context: General) Small Computer System Interface
SD,2,1,"(Context: General) A tiny memory card used to make storage portable among various devices, such as car navigation systems, cellular phones, eBooks, PDAs, smartphones, digital cameras, music players, camcorders, and personal computers. An SD card features a high data transfer rate and low battery consumption, both primary considerations for portable devices. It uses flash memory to provide nonvolatile storage, which means that a power source is not required to retain stored data. An SD card is about the size of a postage stamp and weighs approximately two grams. It is similar in size to a MultiMediaCard (MMC), but smaller than older memory card types such as the SmartMedia card and the CompactFlash card. Both MMC and SD cards provide encryption capabilities for protected content to ensure secure distribution of copyrighted material, such as digital music, video, and eBooks, but SD cards are available with storage capacities as high as 128MB, with a 512MB SD card expected to be available by late 2002. SD cards are more rugged than traditional storage media. They have an operating shock rating (basically, the height you can drop them from and still have them work) of 2,000 Gs, compared to a 100-200 G rating for the mechanical drive of the typical portable computing device. This translates to a drop to the floor from 10 feet, as compared to a single foot for the mechanical disk drive. Both MMC and SD cards use metal†††† connector contacts, instead of the traditional pins-and-plugs, so they aren't as prone to damage during handling. The SD card was jointly developed by Matsushita, SanDisk, and Toshiba."
SD-WAN,2,1,"SD-WAN solutions provide a replacement for traditional WAN routers and are agnostic to WAN transport technologies. SD-WAN provides dynamic, policy-based, application path selection across multiple WAN connections and supports service chaining for additional services such as WAN optimization and firewalls."
SDK,2,1,(Context: General) Software DeveloperÇs Kit; Software Development Kit
SDLC,2,1,"(Context: General) An IBM/SNA communications protocol. HDLC, high-level data link control was derived using SDLC. SDLC manages synchronous (i.e., uses timing bit), code-transparent, bit-serial communication which can be duplex or half-duplex; switched or non-switched; point-to- point, multipoint, or loop."
SDMA,2,1,"Advanced multiple antenna technique that increases the spectral efficiency, range and bandwidth available to moving wireless devices. Traditional cellular base stations radiate power in all directions, because they have no information about where the mobile device is located. This wastes power and causes interference to adjacent cells, as well as making it harder to distinguish weaker incoming signals from among the noise and interference. By using smart antenna technology to track the spatial location of mobile devices, the radiation pattern of the base station can be adjusted to optimize both transmission and reception for each user device. By rapidly adjusting the phase of signals from several antennas, the base station can effectively steer a beam or a spot of RF power to or from each user. Unlike MIMO, only one antenna is required at the client device, potentially reducing customer premises equipment (CPE) costs. SDMA techniques are used in proprietary wireless broadband systems and are likely options for mobile WiMAX and LTE. See also smart antenna."
SDN,3,1,Using a central control program separate from network devices to manage the flow of data on a network.
SDO,2,1,"Context: (Health IT Standard). A domestic or international organization that plans, develops, establishes or coordinates voluntary consensus standards using procedures that incorporate the attributes of openness, balance of interests, due process, an appeals process and consensus in a manner consistent with the Office of Management and Budget Circular Number AÇƒÏ119, as revised February 10, 1998. (Article I, Public Law 108ÇƒÏ237)."
SDR,2,1,"Software-defined radio (SDR) provides software control of significant parts of a wireless function rather than through traditional hardware control. This allows devices to switch dynamically between protocols and frequencies under software control. SDR is most attractive where standards are changing and uncertain, or where multiple standards are required. Smart antennas are an important part of SDR and are typically implemented as an array of elements with programmable characteristics such as field width, frequency and waveform shape."
SDS,3,1,Software to manage provisioning and management of data storage independent of the underlying hardware.
SDSL,2,1,"A digital subscriber line (DSL) technology that operates over voice-grade lines at 1.5 megabits per second one way, or 768 kilobits per second both ways, over an 8,000-foot distance."
SEARCH ADVERTISING,0,1,Advertising that is listed in the sponsored search results for a specific search term.
SEARCH COSTS,0,1,The time and money spent locating a suitable product and determining the best price for that product.
SEARCH ENGINE,0,1,"A large, searchable index of Web pages that is automatically updated by spiders or Web crawlers and housed on a central server connected to the Internet. Examples include Yahoo and AltaVista."
SEARCH ENGINE MARKETING,0,1,"Use of search engines to deliver in their results sponsored links, for which advertisers have paid."
SEARCH ENGINE OPTIMIZATION,0,1,(SEO) Methods for improving a siteÇs ranking in search engine results.
SEARCH ENGINES,0,1,A tool for locating specific sites or information on the Internet.
SECOND GENERATION,2,0,"The second generation of wireless networks designed to improve on analog with digital circuit-switched solutions. The three main 2G technology standards are Global System for Mobile Communications (GSM), which is based on European Telecommunications Standards Institute (ETSI) standards, time division multiple access (TDMA) IS-136 and code division multiple access (CDMA). The Japanese personal digital cellular (PDC) standard was similar to IS-136. GSM and IS-136 are TDMA technologies. 2G services typically support data rates of 9.6 Kbps, 14.4 Kbps and up to 64 Kbps in certain IS-95B deployments."
SECONDARY STORAGE,2,1,"Large-capacity storage devices, such as hard drives, solid-state drives, or magnetic tapes, for permanently storing data."
SECONDHAND MARKET,0,0,"Previously owned or used mobile devices that are sold or given free to other users who typically obtain a new network connection. Secondhand devices sometimes are refurbished systematically before resale in other countries or passed on to other users in their original condition. Although most countries have a small secondhand market, it is a significant factor in price-sensitive developing markets such as China, where marginal subscribers are looking for the lowest-cost, entry-level device."
SECRET KEY,3,1,"The symmetric key used in secret-key cryptography. It is a secret shared between communicating parties, but is not truly private. See secret-key cryptography, private key and public-key cryptography."
SECURE,2,1,"(Context: General) A state that provides adequate protection of information systems and data against compromise, commensurate with sensitivity and risk."
SECURE DIGITAL,2,1,"(Context: General) A tiny memory card used to make storage portable among various devices, such as car navigation systems, cellular phones, eBooks, PDAs, smartphones, digital cameras, music players, camcorders, and personal computers. An SD card features a high data transfer rate and low battery consumption, both primary considerations for portable devices. It uses flash memory to provide nonvolatile storage, which means that a power source is not required to retain stored data. An SD card is about the size of a postage stamp and weighs approximately two grams. It is similar in size to a MultiMediaCard (MMC), but smaller than older memory card types such as the SmartMedia card and the CompactFlash card. Both MMC and SD cards provide encryption capabilities for protected content to ensure secure distribution of copyrighted material, such as digital music, video, and eBooks, but SD cards are available with storage capacities as high as 128MB, with a 512MB SD card expected to be available by late 2002. SD cards are more rugged than traditional storage media. They have an operating shock rating (basically, the height you can drop them from and still have them work) of 2,000 Gs, compared to a 100-200 G rating for the mechanical drive of the typical portable computing device. This translates to a drop to the floor from 10 feet, as compared to a single foot for the mechanical disk drive. Both MMC and SD cards use metal¨Ü¨Ü¨Ü¨Ü connector contacts, instead of the traditional pins-and-plugs, so they aren't as prone to damage during handling. The SD card was jointly developed by Matsushita, SanDisk, and Toshiba."
SECURE SOCKETS LAYER,2,1,"An Internet security standard from Netscape Communications, used for its browser and server software."
SECURE WEB GATEWAY,2,1,"Secure Web gateway solutions protect Web-surfing PCs from infection and enforce company policies. A secure Web gateway is a solution that filters unwanted software/malware from user-initiated Web/Internet traffic and enforces corporate and regulatory policy compliance. These gateways must, at a minimum, include URL filtering, malicious-code detection and filtering, and application controls for popular Web-based applications, such as instant messaging (IM) and Skype. Native or integrated data leak prevention is also increasingly included."
SECURITY,2,1,"Security is the combination of people, policies, processes and technologies employed by an enterprise to protect its cyber and physical assets. Security is optimized to levels that business leaders define, balancing the resources required with usability/manageability and the amount of risk offset. Download this eBook to upgrade your security and risk perspective."
SECURITY EDUCATION,2,1,Training to make business users aware of security policies and practices and to build a security-conscious culture.
SECURITY GOVERNANCE,2,1,"Security governance is a process for overseeing the cybersecurity teams who are responsible for mitigating business risks. Security governance leaders make the decisions that allow risks to be prioritized so that security efforts are focused on business priorities rather than their own. They also govern the interplay of mitigating identified business risks, addressing internal and external threats, and dealing with compliance."
SECURITY INFORMATION AND EVENT MANAGEMENT,2,1,"Security information and event management (SIEM) technology supports threat detection, compliance and security incident management through the collection and analysis (both near real time and historical) of security events, as well as a wide variety of other event and contextual data sources. The core capabilities are a broad scope of log event collection and management, the ability to analyze log events and other data across disparate sources, and operational capabilities (such as incident management, dashboards and reporting).Download this eBook to upgrade your security and risk perspective"
SECURITY METRICS,2,1,"Security metrics are quantifiable measurements used to understand the status of systems and services through the collection, analysis and reporting of relevant data. Security metrics are based on security objectives that help inform decisions on how to improve the security of all components involved in delivering services and processing data."
SECURITY POLICY,2,1,"Statements ranking information risks, identifying acceptable security goals, and identifying the mechanisms for achieving these goals."
SECURITY SERVICE,2,1,"(Context: General) Compared to monolithic environments, distributed systems create new challenges for the implementation of security. Integrated systems must provide authentication, auditing, authorization, and encryption services that allow a client to conduct a secure communication with a server."
SEGMENT,2,0,"(Context: General) 1) verb, to isolate traffic on a LAN; 2) noun, the LAN devices and media isolated."
SELECTIVE SOURCING,1,0,"Gartner defines selective sourcing when an internal IT organization decouples or carves up the scope of business or IT processes for purposes of individually or selectively sourcing each component separately and distinctly. The main business driver is to determine the best risk-reward combination for each individual scope of work. Most often, this is done to allow for extensive competition to achieve the highest-quality performance at the best price point. The overall role of overseeing (program management) and managing the delivery, risk and overall legal compliance across the entire scope of services across all the individual components lies with the internal IT organization."
SELECTOR,2,0,The last octet of an asynchronous transfer mode (ATM) address.
SELF-SERVICE ANALYTICS,2,1,"Self-Service Analytics¨Üis a ¨Üform of business intelligence (BI) in which line-of-business professionals are enabled and encouraged to perform queries and generate reports on their own, with nominal IT support. Self-service analytics is often characterized by simple-to-use BI tools with basic analytic capabilities and an underlying data model that has been simplified or scaled down for ease of understanding and straightforward data access."
SELL SIDE,0,0,"Processes for companies to sell their products, including catalogs, transaction processors, payment processors, and supply chain management methods and tools."
BACKUP RETENTION,2,1,"The act of retaining backups over a determined period of time, to provide for optional recovery points for restoring a system or data set."
SEMANTIC WEB,2,1,"A set of design principles that will enable computers to index websites, topics, and subjects, enabling computers to understand the content of web pages and search engines to provide richer and more accurate results."
SEMICONDUCTOR,2,0,"Semiconductor is a solid substance that has a conductivity between that of an insulator and that of most metals, either due to the addition of an impurity or due to temperature effects. Devices made of semiconductors, notably silicon, are essential components of most electronic circuits."
SENIOR MANAGEMENT,0,0,People occupying the topmost hierarchy in an organization who are responsible for making long-range decisions.
SENSEI,0,0,A master teacher of lean techniques. Similar in experience to a Black Belt or Master Black Belt in the Six Sigma methodology but more focused on facilitation and teaching than on actual practice.
SENSITIVE,3,0,Information systems and data are sensitive in direct proportion to the materiality of the adverse effect caused by their compromise. See Also: Sensitivity
SENSITIVE DATA,3,1,"(Context: General) Any data of which the compromise with respect to confidentiality, integrity, and/or availability could adversely affect COV interests, the conduct of Agency programs, or the privacy to which individuals are entitled."
SENSITIVE PERSONALLY IDENTIFIABLE INFORMATION,2,1,"Personally Identifiable Information which if lost, compromised, or disclosed without authorization, could result in substantial harm, embarrassment, inconvenience, or unfairness to an individual. SPII requires stricter handling guidelines because of the increased risk to an individual if the data is inappropriately accessed or compromised. Some categories of PII are sensitive as stand-alone data elements, including your Social Security number (SSN) and driverÇs license or state identification number. Other data elements such as citizenship or immigration status, medical information, ethnic, religious, sexual orientation, or lifestyle information, in conjunction with the identity of an individual (directly or indirectly inferred), are also SPII. Reference: DHS Handbook for Safeguarding Sensitive PII See Also: Personally Identifiable Information (PII)"
SENSITIVITY ANALYSIS,4,0,Models that ask Çwhat-ifÇ questions repeatedly to determine the impact of changes in one or more factors on the outcomes.
SENSOR,2,1,"Device that can detect, record, and report changes in the physical environment."
SENSORS,2,1,Devices that collect data directly from the environment for input in a computer system.
SEO,0,1,"The process of changing a websiteÇs content, layout, and format in order to increase the ranking of the site on popular search engines and to generate more site visitors."
SEPARATION OF DUTIES,0,0,(Context: General) Assignment of responsibilities such that no one individual or function has control of an entire process. It is a technique for maintaining and monitoring accountability and responsibility for information systems and data.
SERIAL INTERFACE,2,1,An interconnection that transmits information bit by bit rather than a whole character at a time. It is much slower and cheaper than a parallel interface.
SERIAL TRANSMISSION,2,1,A method whereby the bits of a character are sent sequentially on a single transmission channel. See parallel transmission.
SERVER,2,1,"(Context: General) Context: (Hardware). A computer that provides some service for other computers connected to it via a network. Context: (Software). In general, a server is a computer program that provides services to other computer programs in the same or other computers. The computer that a server program runs in is also frequently referred to as a server (though it may contain a number of server and client programs). In the client/server programming model, a server is a program that awaits and fulfills requests from client programs in the same or other computers. A given application in a computer may function as a client with requests for services from other programs and also as a server of requests from other programs. Specific to the Web, a Web server is the computer program (housed in a computer) that serves requested HTML pages or files. A Web client is the requesting program associated with the user. The Web browser in your computer is a client that requests HTML files from Web servers."
SERVER APPLIANCE,2,1,"A type of computing appliance that creates, manipulates or provides information to other network-connected computing devices. Unlike storage appliances, server appliances use an application context for the creation, manipulation or provision of information."
SERVER DATA,2,1,"Server backups are taken daily for operational recovery. They can be used to recover server OS and application components in case of a data loss event.¨Ü Server backups are data agnostic and all types of data on the server are treated the same. It is possible to recover a file from a backup but not possible to delete a file from a backup.¨Ü Server backups should be retained for sufficient time the minimum time required ffor operational recovery. See Also: Structured Data (databases) Unstructured Data, Modifiable Unstructured Data, Non-modifiable"
SERVICE,2,1,An individual software component designed to perform a specific task.
SERVICE BUREAU,1,1,A company that processes various types of data for a client for a fee. Station message detail reporting (SMDR) and call-costing reports are typically provided.
SERVICE DESK,2,1,"A service desk is the problem-solving point of contact between a provider of IT services and its users. Service desks can manage everyday IT incidents, disruptions (such as outages), as well as planned and unplanned service changes. A help desk typically uses a ÇticketÇ workload system, managing both internal and user-facing support departments. TodayÇs service desks generally employ cloud-basedÇƒÓand even AI-basedÇƒÓsoftware to efficiently manage workloads."
SERVICE INVENTORY,2,1,"Encompasses a centralized repository of network and IT data for individual services. Every service represents a bundle of attributes and features, such as quality, speed, customization and price. The repository of service levels, links the service information to individual customers."
SERVICE LEVEL AGREEMENT,2,1,Formal contract between customers and their service providers that defines the specific responsibilities of the service provider and the level of service expected by the customer.
SERVICE LEVELS,2,0,The performance goals of specific business processes to meet overall business-unit objectives.
SERVICE PACK,2,1,"A minor revision to a software product that contains feature updates or bug fixes, but not enough new code to warrant a new version number."
SERVICE PROVIDERS AND CONSUMERS,0,0,"(Context: General) In general, entities (people and organizations) offer capabilities and act as service providers. Those with needs who make use of services are referred to as service consumers."
SERVICE-LEVEL AGREEMENT,1,0,"A service-level agreement (SLA) is a detailed agreement between a service provider and a customer group, defining the key targets and responsibilities of both parties for delivering a service. Three types of SLAs include service-based, customer-based and multilevel."
SERVICE-ORIENTED ARCHITECTURE,2,1,"(Context: General) An architectural approach that presents a set of reusable software components that align with the agencyÇs business goals and the CommonwealthÇs strategic objectives. The services are highly cohesive, loosely coupled, discoverable software components that are decoupled from hardware and network dependencies and that encapsulate the complexities of the underlying implementation."
SERVICES,2,0,"(Context: General) Any activities performed by an independent contractor wherein the service rendered does not consist primarily of acquisition of equipment or materials, or the rental of equipment, materials and supplies (Code of Virginia, ß 2.2-4301)."
